streetAddress,addressLocality,addressRegion,postalCode,latitude,longitude,description,price,priceCurrency,property-beds,property-baths,property-sqft,Acreage,Air Conditioning,Year Built,Area,Basement,Bath,Full Bathrooms,Half Bathrooms,Bedroom,Bonus Room,Breakfast,Contract Conditions,Cooling,Den,Property Details,Dining Room,Driveway,Exterior,Exterior Features,Family Room,Features,Fees,Finished Basement,Fireplace,Fireplaces,Formal Dining,Foundation,Foyer,Gallery,Game Room,Garage,Garage Spaces,Garage Type,Great Room,Heating,Heating Source,Home Features,Interior Features,Kitchen,Last Updated,Laundry Room,Date Listed,Listing ID,Living Room,Lot Size,Master Bath,Master Bedroom,Master Bedroom First Floor,Media Room,MLS® #,Model Type,Mortgage Calculator,Neighbourhood Features,N/A,Occupancy,Office/Den,Other,Ownership Type,Parking Spaces,Partial Bathroom,Pet Policy,Pool,Property Tax,Property Type,Roof,Room Details,Rooms,School District,See more details,See less details,Sewer,Square Footage,Status,Stories,Style,Subdivision,Tax Year,Total Acres,Transaction Type,Type,Utility Room,Waterfront,Waterview,Yes,Heating Fuel,Heating/Cooling,Basement Description,Basement Details,Basement Development,Basement Type,Basement Walls,Fireplace Description,Fireplace Fuel,Fireplace Location,Fireplace Type,Fireplace Y/N,Parking,Parking Description,Parking Surface,Parking Types,Garage Capacity,Garage Description,Garage/Carport,Exterior Finish,Pool Features,Pool YN,Roofing,Roofing Description,Lease,Lease Requirements,Lease Term,Architecture,Year Built Description,Year Built Source,Approx Age,Location,Ownership,Pets Allowed,Levels,SqFT Range,Inclusions,Appliances,Exclusions,Electric,Electric Available,Ensuite,Family Room Level,Floor Location,Fuel,Fuel Type,Furnace,Furnished,Gas,Gas Available,Hot Water,Interior,Interior Layout,Interior Maintenance/Repairs Paid By,Laundry,Laundry Description,Laundry Location,LaundryFeatures,Natural Gas,Number Of Fireplaces,Plumbing,Power,Power Source,Smoke Detector(s),Master Description,Br Description,2nd Br Description,3rd Br Description,4th Br Description,5th Br Description,Pantry Description,Foyer Description,Dining Description,Living Description,Kitchen Description,Sitting Description,Den Description,Family Description,Bathroom Description,Office Description,Rec Description,Breakfast Description,Workshop description,Tandem Description,Sunroom Description,Study Description,Solarium Description,Powder Room Description,Play Description,Nursery Description,Mudroom Description,Media/Ent Description,Library Description,Great Room Description,Games Description,Furnace Description,Exercise Description,Dinning Description,Common Room Description,Cold/Cant Description,Locker,Locker Description,Heating Fuels,Flooring,HVAC,Waterfront Features,Waterfront YN,Access,Access Road,Building Style,Building Type,Buildings,Bush,Carport,Construction,Construction Materials,Construction Type,Covered Parking,Direction Facing,District,Exposure,Extra Structures,Fence,Fencing,Fronting On,Frontage,Gated,Loading Dock,Loading Info,Major Area,Out Buildings,Outdoor Area,Patio,Present Structures,Rear Exposure,Road,Road Between Waterfront And Home,Site Description,Site Influence,Site Influences,Site Information,Soil,Sprinklers,Storm Sewage Drain,Association Amenities,Balcony,Acreage Range,Exterior Build,Lot Description,Lot Shape,Lock Box,Security Features,Tenant Pays,Owner Pays,Rent Includes,Assessed Fees,Association Fee Frequency,Telephone Service,TV Service,Utilities,Utilities Included,Utility Description,Waste,Water,Water Heater,Water Heater Location,Water Heating Paid By,Water Paid By,Water Purifier,Water Service,Water Softener,Water Source,Water Treatment,Water Type,Common Interest,Business Type,Commercial Type,Complex,Condo Management,Condo Name,Current Use,Disclosures/Documents,Documents On File,Dues Frequency,Electric (amps),Electric (volts),Electric Paid By,Escape Clause,Farm,Farm Type,Fee Frequency,Fee Includes,Financing,For Sale or Lease,FP Fuel,Franchise,Grade Level Entry Y/N,HOA Includes,HOA Pay Schedule,HOA Terms,Income Property,Insurance Paid By,Lease Includes,Maintenance Paid By,Management,Mobile Home Type,Nearest Town,Occupied By,Percolation Test,Possession,Present Use,Price Type,Property Sub Type,Property Subtype,Property Type Detail,Quarter,Range,Recreation,Rental Type,Residence,Restrictions,Restrictions/Covenants,Sale Rent,Sale Terms,Sale Type,SaleOrRent,Showing Instructions,Soil Test,Sub Property Type,Sub Type,Survey Available,Taxes Paid By,Terms,Title,Parking Features,Fireplace Features,Board,Foundation/Basement,Rental Equipment,Sign,Condo Management Firm,Condo Fees Include,Condo Fees Assessed Y/N,Bare Land YN,Condo Fees,Distance To High School,Drinking Water Y/N,Distance To Town,Distance To Elementary School,Community Name,Amenities,Structure,Surface Water,Utilities Available,Ensuite 4-Piece Level,Storage Room Level,Age Description,Bath 2-Piece Level,Bath 3-Piece Level,Foyer Level,Bath 4-Piece Level,Bedroom Level,Walk In Closet Level,Sewer Type,Last Change Type,Kitchen Level,Dwelling Type,Primary Bedrm Level,Assoc,Living Room Level,Recreation Room Level,Dining Room Level,Laundry Room Level,Rental Features,Assoc/Maint Fee Per,Living Area,Zoning,Architectural Style,Lot Features,Maintenance,Water/Sewer,Double,Land Features,MLS,Sub Area,Building Features,Lease Type,Municipality,Community Features,Elevator,MLS Area Minor,View,Foundation Details,SqFt Range,Building Area Source,Buyer Agent Designation,Lot Measurement,Lot Size Source,Topography,Current Financing
"6812 OLD ALASKA HIGHWAY, Fort Nelson, BC V0C1R0",Fort Nelson,BC,V0C1R0,58.80655,-122.753733,"This beautiful & spacious modular home is perched on 4.13 private acres, just minutes from town. Only 10 years young & 20ft wide, this home provides vaulted ceilings & updated open-concept floor plan offering an abundance of space to accommodate not only large living/dining room furniture, but plenty of open space to move around! The kitchen provides an abundance of cupboards, large corner pantry & island perfect for hosting & cooking! The master will easily fit a king size bdrm suite & hosts 4 pc ensuite & WIC. On the other end of the home you will find 2 more large, light-filled bedrooms & the homes main 4 pc bath. There is a large sundeck with bbq hook up & detached she or he-shed perfect for a gym or hobby space. Full hook-ups in place for future detached garage. A Must See!! (id:38686)",245000,CAD,3,2,"1,280",4.13,,,,"[""None""]",,,,,,,,,,,,,"[""Vinyl siding""]","[""Vinyl siding""]",,"[""Open"", ""RV""]",,,[],,,,,,,,,,,"[""Forced air"", ""Natural gas""]",,,,,,,,,,,,,,,R2825141,,,,,,,,,,,,,N/A,Single Family,"[""Asphalt shingle"", ""Conventional""]",,,,,,[],"1,280 SQFT",,,,,,,,Single Family,,,,,,,,,,,,,,,,,"[""Open"", ""RV""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Open"", ""RV""]",[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R2825141,,,,,,,,,,,,,,,,
"13 Chinook Crescent, High Level, AB T0H1Z0",High Level,AB,T0H1Z0,58.51363,-117.155095,"VENDOR MOTIVATED! A beautiful Custom Executive Home, a sprawling resort-like yard with a fabulous tripled garage.This amazing home comes with all the bells-and- whistles that you'd expect from a home of this caliber...welcome to 13 Chinook Drive ,you'll find this picturesque .50 acre parcel of land hosting a one-of-a-kind 4 Bed+Office/Den/3 Bath Custom haven . This unique home boasts lots of oversized picture windows inviting cheerful natural light indoors, executive finishing with hardwood walnut, tumbled marble & natural slate,  that effortlessly combines modern & traditional elements, superb extra features, more storage & parking than you will ever need, and incomparable outdoor living space that makes you feel like you are living at a private 5-star resort!  A walkway leads to a pillared porch with an over-height ceiling, while a front  8 ft solid fir door welcomes you into the  foyer. Hardwood flooring flows into a stunning Great Room with custom coffered ceiling & maple crown moldings where a generous use of glass visually connects the space to your backyard oasis!  A handsome floor-to-ceiling two-sided quarry rock wood fireplace...a great focal point for the room that is ready and waiting to bring warmth and ambiance to your evenings of relaxation & entertaining.The inspiring Chef's Kitchen is a culinary lover's dream-come-true with its abundance of wood cabinetry, sumptuous granite countertops, handmade copper wrapped brick and glass tile backsplash, a large island with an extended breakfast bar, a frosted glass door that opens to a walk-in Pantry, & quality stainless steel appliances including a double wall oven. From the Dining Room, a garden door opens to allow your gatherings to spill out to a massive 3 tiered deck with custom iron railing leading to the pergola & gazebo while enjoying soft music through the surround sound.  This very private retreat offers sun-sational  exposure, lovely maintenance free water features & gardens.Stepping back inside you'll find a peaceful Primary Bedroom wing sporting a large walk-in closet with built-ins, and a luxurious 5 pc spa ensuite with dual- cast iron vessel sinks , a stand-alone cast iron clawfoot tub, & a huge glass custom steam shower . From the foyer, french doors open to a delightful Den/Office, while quietly tucked away at the opposite end of the home is a  Bedroom & a Bath with a custom slate shower...your pampered guest will enjoy so much privacy & comfort. The handcrafted spiral walnut staircase leads to every entertainers dream! 10 ft ceilings with open-concept complete with a bar & a Theatre Room to watch the latest movie or game on the 103” big screen.Breathtaking quarry rock pillars & stunning maple built-in library,  while  tucked away at the opposite end  is a fabulous Guest Wing complete with 2 generously-sized Bedrooms,walk-in closets & a 4 pc Bath with custom slate  shower, soaker tub and double cast-iron sinks.This home & it’s exquisiteness ,elegance and luxurious is awaiting your admiration. ",1179000,CAD,4,3,"2,660",0.53,,,,"[""Finished"", ""Full""]",,,,,,,,,,,,,"[""Fire Pit"", ""Garden"", ""Private Yard""]","[""Fire Pit"", ""Garden"", ""Private Yard""]",,"[""Parking Pad"", ""Triple Garage Attached""]",,,"[""Living Room"", ""Wood Burning""]",,,,,,,Yes,,,,"[""Forced Air""]",,,,,,,,,,,,,,,A2086579,,,,,,,,,,,,,N/A,Single Family,"[""Asphalt Shingle""]",,,,,,,"2,660 SQFT",,,,NONE,,,,Single Family,,,,,,,,,,,,,,,,,"[""Parking Pad"", ""Triple Garage Attached""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Hardwood"", ""Marble"", ""Slate""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Parking Pad"", ""Triple Garage Attached""]","[""Living Room"", ""Wood Burning""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2086579,,,,,,,,,,,,,,,,
"5019 46 STREET, Fort Nelson, BC V0C1R0",Fort Nelson,BC,V0C1R0,58.806412,-122.6923336,"Spacious corner lot in popular Midtown subdivision, ready for your spring building plans. RS-1 zoning allows for single-family dwelling or duplex, and the location is ideal for a rental half to help pay your mortgage. Neighboring homes and yards are well kept, increasing the overall appeal of the neighbourhood. Start dreaming about your next home, before this lot is sold to someone else. (id:38686)",85000,CAD,N/A,0,,0.22,,,,,,,,,,,,,,,,,[],[],,[],,,[],,,,,,,,,,,,,,,,,,,,,,,,,,R2821925,,,,,,,,,,,,,N/A,Vacant Land,[],,,,,,[],,,,,,,,,Vacant Land,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R2821925,,,,,,,,,,,,,,,,
"DL 3296 97 HIGHWAY, Fort St. John, BC V0C2B0",Fort St. John,BC,V0C2B0,57.0661077910652,-122.547761921484,"Remote, rugged and just what the doctor ordered! 41 acres of un-tamed wilderness in the heart of the Northern Rockies is calling your name. The property offers 3,000 ft of private riverfront and is accessible by dirt road. This is the perfect place to build that cabin to enjoy now, and for generations to come. (id:38686)",249000,CAD,N/A,0,,41.51,,,,,,,,,,,,,,,,,[],[],,[],,,[],,,,,,,,,,,,,,,,,,,,,,,,,,R2816777,,,,,,,,,,,,,N/A,Vacant Land,[],,,,,,[],,,,,,,,,Vacant Land,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R2816777,,,,,,,,,,,,,,,,
"Rng Rd 190, Rural Mackenzie County, AB T0H 1Z0",Rural Mackenzie County,AB,T0H 1Z0,58.56585024,-117.01330437,"""Acreage Opportunity"". This 9.93 acre parcel awaits your development. Located north east of High Level just off Highway 35 turning east down Heliport Road is where you will find this ""GEM"". Surrounded by tree's, for that seclusion lifestyle could be just what you are looking for. Backing onto the farmers field, you are sure to not have any rear neighbours. There is road access to this property.. So all you have to do is start designing that ""DREAM HOME"" in the country you have always wanted. . GST may apply. 
",85000,CAD,N/A,0,,9.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2067866,,,,,,,,,,,,,N/A,Single Family,,,,,,,,,,,,NONE,,,,Single Family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2067866,,,,,,,,,,,,,,,,
"4507 River Road, Fort Vermilion, AB T0H1N0",Fort Vermilion,AB,T0H1N0,58.3947702,-116.0060736,"HUGE PRICE ADJUSTMENT !!!  The BEST kept secret in Alberta!! This breathtaking 3 bedroom, 1 bath home with a fenced backyard rests peacefully on a sprawling lot overlooking the river. Before entering you will want to take a moment on the deck to embrace the serene setting. The main level offers a easy care floor-plan flowing effortlessly from the Sitting Room into the Dining Room and into the Kitchen boasting crisp white cabinetry, beautiful tile flooring and upgraded stainless steel appliances with a perfectly placed window overlooking the backyard. The abundance of windows gives you ultimate river views, perfectly captured throughout the home. The Primary  Suite will be a place of relaxation, peace and reflection, there are an addition two bedrooms and the main bath with heated flooring. The downstairs has been started for you and the plumbing is in place for a half bath ,just simply  add a few of your own touches.  Take a tranquil walk along the river's edge through town or with the boat-dock only 1 block away, why not enjoy a sunset cruise? The laid back lifestyle of simple pleasures is certain! Whether you have been looking for the ultimate starter home or investment property.  I believe I HAVE FOUND IT.. this home boasts a very very long list of upgrades, including:  new gas furnace, hot water tank, and electrical panel, Completely renovated main level, including keyless entry, nest thermostat and heated bathroom floor.",175000,CAD,3,1,972,0.34,,,,"[""Full"", ""Partially Finished""]",,,,,,,,,,,,,"[""None""]","[""None""]",,"[""Off Street"", ""Parking Pad""]",,,,,,,,,,,,,,"[""Forced Air""]",,,,,,,,,,,,,,,A2066471,,,,,,,,,,,,,N/A,Single Family,"[""Asphalt Shingle""]",,,,,,,972 SQFT,,,,NONE,,,,Single Family,,,,,,,,,,,,,,,,,"[""Off Street"", ""Parking Pad""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Ceramic Tile"", ""Laminate""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Off Street"", ""Parking Pad""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2066471,,,,,,,,,,,,,,,,
"903 Main Street, Manning, AB T0H 2M0",Manning,AB,T0H 2M0,56.9328803,-117.62402641,"Seller motivated!  Prime industrial lot for sale with highway frontage located in the Industrial section north of Manning, AB.   This 1-acre lot includes paid water and sewer services on the property with power available at the property edge.  It is ready for your business.  Make an offer!   Listing agent is related to the seller.",63000,CAD,N/A,0,,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2019177,,,,,,,,,,,,,N/A,Vacant Land,,,,,,,,,,,,NONE,,,,Vacant Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2019177,,,,,,,,,,,,,,,,
"901 Main Street, Manning, AB T0H 2M0",Manning,AB,T0H 2M0,56.940176,-117.623649,"Seller motivated!  Prime industrial lot for sale with highway frontage located in the Industrial section north of Manning, AB.   This 1-acre lot includes paid water and sewer services on the property with power available at the property edge.  It is ready for your business.  Make an offer!   Listing agent is related to the seller.",65500,CAD,N/A,0,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2019178,,,,,,,,,,,,,N/A,Vacant Land,,,,,,,,,,,,NONE,,,,Vacant Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2019178,,,,,,,,,,,,,,,,
"36 WHISKEY JACK CRESCENT, Fort Nelson, BC V0C1R0",Fort Nelson,BC,V0C1R0,58.8652978125488,-122.840169669312,"Check it out! Nearly 6 acres of mature trees on a corner lot in a quiet subdivision, ready and waiting for you. Spend a little time exploring the property and choose the perfect location to build your home or cabin, then cut trees selectively to maintain a perfectly private oasis to enjoy for many years into the future. You'll hear the birds singing and see the signs of wildlife walking through the yard on a regular basis. It's time to start planning. (id:38686)",65000,CAD,N/A,0,,5.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R2739661,,,,,,,,,,,,,$242,Vacant Land,,,,,,,,,,,,,,,,Vacant Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R2739661,,,,,,,,,,,,,,,,
"11025 Hwy 35, Rural Northern Lights, County of, AB T0H2M0","Rural Northern Lights, County of",AB,T0H2M0,57.773579,-117.574407,"I invite you to close your eyes and imagine...... the sun smiling down on your face, you hear the rustling of the grass as it moves ever so gently with a slight breeze, you hear the rippling of the creek and the birds chirping.  Sounds like a scene from a movie?  Well,,,, it can be yours!! Sitting on 9.7 acres of land with the Keg River meandering through your property sits a1300+ sq,ft, home, 3 + 1 future bedrooms, a very large sunken living room, great dining area and a well addressed kitchen.  The sunken living room features a corner, natural gas fireplace and oversized windows allow the sun to filter into the room.  Take one step up from the living room and you are in the dining area which could hold a table with up to 15+ guests.  It's amazingly large.  If you have had a chance to look at the pictures, you will see what appears to be a wood stove ""just like Grandma used to cook on"" only difference is the range is new, gas and the oven is electric.   It's truly a piece of art.  A large window just above the double kitchen sink, allows you to keep an eye on the little ones while they race around the yard, having the kind of fun little people are supposed to have.  The lower level is partially developed with what could be a fantastic sized 4th bedroom with a walk in closet that could double as a dressing room or even a computer room.  There is another room that is home to a great dry storage area and the 1400 gallon cistern.  In addition to this, there is an amazing amount of additional storage space located throughout the basement.  Now let's go outside.  Just off the back door is a large, ground level deck where you have room for your BBQ, patio furniture and a great space to relax and ""smell the roses"", as they say.  A single detached garage beside the house, an additional one at the back of the yard & several other outbuildings give you alot of space to ""tinker"" and store your sleds, quads and other paraphernalia the needs to be kept ""safe n sound"".  You will  certainly enjoy the wildlife that occasionally comes to visit.  Imagine the fresh veggies you are going to be able to grow in the very large garden spot and with the river nearby?  Not a worry about watering it as all you need to do is drop the sump pump in the river and you have all the water you will need to grow the healthiest of gardens.  An 8' well is your other source of water.  It may seem like you're in the middle of no where but in reality?  You're only a little over an  hour from Manning to the south and High Level to the north. If you're looking for peace, solitude and the freedom to do what you want in your own back yard?  This is it!!! (id:38686)",217900,CAD,3,1,"1,328",9.70,,,,"[""Partially finished"", ""Full""]",0,,,,,,,,,,,,"[""Vinyl siding""]","[""Vinyl siding""]",,"[""Attached Garage""]",,,Yes,,,,,,,,,,,"[""Forced air"", ""Natural gas""]",,,,,,,,,,,,,,,A1214927,,,,,,,,,,0,,,N/A,Single Family,[],,,,,,[],"1,328 SQFT",,,,Keg River,,,,Single Family,,,,,,,,,,,,,,,,,"[""Attached Garage""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Laminate"", ""Linoleum""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Attached Garage""]",[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1214927,,,,,,,,,,,,,,,,
"953 Bear Paw Crescent, Zama City, AB T0H 4E0",Zama City,AB,T0H 4E0,59.160084,-118.687258,"GET AWAY FROM IT ALL !! Looking for a simple life of quietness,peace and away from the ""world"" ?  This property is perfectly secluded and features an enormous 60 x 80 sq foot 4 bay  shop  that was built in 2008, complete with in-floor heat , wash bay, air-makeup, office ,staff room and so much more,  the perfect place to  start your business ventures or for anything from a place to put your boat, quad, or snowmobiles . There is a  upgraded  3 bed, 2 bath home with addition  a garage/workshop all located on 1.85 Acres !!  you will not want to miss this deal ! . The home has many updates, with vaulted ceilings, the living room and kitchen offer ample room, complete with a breakfast bar, it feels both spacious and cozy. The kitchen boasts plenty of cupboard & counter space . The expansive bedrooms are suitable for staff housing,roommates or kids . There is also a larger deck, perfect for those looking to spend a lazy day outside relaxing or spending time with family and friends enjoy a community BBQ. If you have been searching for a place to call home ,where everyone knows your name and is always glad to see you ,then this is the place for you !!!",250000,CAD,3,2,"1,518",1.85,,,,"[""None""]",,,,,,,,,,,,,"[""Private Yard""]","[""Private Yard""]",,"[""Gravel Driveway"", ""Off Street""]",,,,,,,,,,,,,,"[""Forced Air""]",,,,,,,,,,,,,,,A1252159,,,,,,,,,,,,,N/A,Single Family,"[""Asphalt Shingle""]",,,,,,,"1,518 SQFT",,,,NONE,,,,Single Family,,,,,,,,,,,,,,,,,"[""Gravel Driveway"", ""Off Street""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Laminate"", ""Linoleum""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Gravel Driveway"", ""Off Street""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1252159,,,,,,,,,,,,,,,,
"41 Chonkolay Drive, High Level, AB T0H 1Z0",High Level,AB,T0H 1Z0,58.512463,-117.157114,"Attention builders !!! or Home Owners looking to build their dream home!! You won't want to miss this amazing tranquil parcel of land in this prestigious neighbourhood backing onto green space. This beautifully level lot offers the potential for sunny eastern exposure, has full services with water and sewer, plus hydro and natural gas to lot line.",49000,CAD,N/A,0,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1229218,,,,,,,,,,,,,N/A,Single Family,,,,,,,,,,,,NONE,,,,Single Family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1229218,,,,,,,,,,,,,,,,
